"Statistic Label","Census Year","Age Group","Sex","Administrative Counties","Frequency of speaking Irish","Level of Irish Spoken","UNIT","VALUE"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Dún Laoghaire Rathdown County Council","Speaks Irish daily within and never outside the education system","Speaks Irish - Not well","Number","67"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Dún Laoghaire Rathdown County Council","Speaks Irish daily within and never outside the education system","Ability to speak Irish, not stated","Number","2"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Dún Laoghaire Rathdown County Council","Speaks Irish daily outside the education system only","Speaks Irish - Total","Number","2427"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Dún Laoghaire Rathdown County Council","Speaks Irish daily outside the education system only","Speaks Irish - Very well","Number","1362"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Dún Laoghaire Rathdown County Council","Speaks Irish daily outside the education system only","Speaks Irish - Well","Number","742"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Dún Laoghaire Rathdown County Council","Speaks Irish daily outside the education system only","Speaks Irish - Not well","Number","309"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Dún Laoghaire Rathdown County Council","Speaks Irish daily outside the education system only","Ability to speak Irish, not stated","Number","14"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Dún Laoghaire Rathdown County Council","Speaks Irish weekly outside the education system only","Speaks Irish - Total","Number","6008"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Dún Laoghaire Rathdown County Council","Speaks Irish weekly outside the education system only","Speaks Irish - Very well","Number","1329"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Dún Laoghaire Rathdown County Council","Speaks Irish weekly outside the education system only","Speaks Irish - Well","Number","2673"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Dún Laoghaire Rathdown County Council","Speaks Irish weekly outside the education system only","Speaks Irish - Not well","Number","1975"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Dún Laoghaire Rathdown County Council","Speaks Irish weekly outside the education system only","Ability to speak Irish, not stated","Number","31"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Dún Laoghaire Rathdown County Council","Speaks Irish less often outside the education system only","Speaks Irish - Total","Number","31381"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Dún Laoghaire Rathdown County Council","Speaks Irish less often outside the education system only","Speaks Irish - Very well","Number","2010"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Dún Laoghaire Rathdown County Council","Speaks Irish less often outside the education system only","Speaks Irish - Well","Number","10175"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Dún Laoghaire Rathdown County Council","Speaks Irish less often outside the education system only","Speaks Irish - Not well","Number","18925"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Dún Laoghaire Rathdown County Council","Speaks Irish less often outside the education system only","Ability to speak Irish, not stated","Number","271"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Dún Laoghaire Rathdown County Council","Never speaks Irish outside the education system only","Speaks Irish - Total","Number","26792"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Dún Laoghaire Rathdown County Council","Never speaks Irish outside the education system only","Speaks Irish - Very well","Number","287"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Dún Laoghaire Rathdown County Council","Never speaks Irish outside the education system only","Speaks Irish - Well","Number","2671"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Dún Laoghaire Rathdown County Council","Never speaks Irish outside the education system only","Speaks Irish - Not well","Number","22696"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Dún Laoghaire Rathdown County Council","Never speaks Irish outside the education system only","Ability to speak Irish, not stated","Number","1138"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Dún Laoghaire Rathdown County Council","Not stated","Speaks Irish - Total","Number","1902"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Dún Laoghaire Rathdown County Council","Not stated","Speaks Irish - Very well","Number","120"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Dún Laoghaire Rathdown County Council","Not stated","Speaks Irish - Well","Number","301"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Dún Laoghaire Rathdown County Council","Not stated","Speaks Irish - Not well","Number","1284"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Dún Laoghaire Rathdown County Council","Not stated","Ability to speak Irish, not stated","Number","197"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Fingal County Council","All Irish speakers","Speaks Irish - Total","Number","113366"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Fingal County Council","All Irish speakers","Speaks Irish - Very well","Number","10029"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Fingal County Council","All Irish speakers","Speaks Irish - Well","Number","36207"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Fingal County Council","All Irish speakers","Speaks Irish - Not well","Number","64463"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Fingal County Council","All Irish speakers","Ability to speak Irish, not stated","Number","2667"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Fingal County Council","Speaks Irish daily within the education system only","Speaks Irish - Total","Number","38591"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Fingal County Council","Speaks Irish daily within the education system only","Speaks Irish - Very well","Number","5332"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Fingal County Council","Speaks Irish daily within the education system only","Speaks Irish - Well","Number","18317"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Fingal County Council","Speaks Irish daily within the education system only","Speaks Irish - Not well","Number","14377"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Fingal County Council","Speaks Irish daily within the education system only","Ability to speak Irish, not stated","Number","565"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Fingal County Council","Speaks Irish daily within and daily outside the education system","Speaks Irish - Total","Number","1131"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Fingal County Council","Speaks Irish daily within and daily outside the education system","Speaks Irish - Very well","Number","762"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Fingal County Council","Speaks Irish daily within and daily outside the education system","Speaks Irish - Well","Number","292"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Fingal County Council","Speaks Irish daily within and daily outside the education system","Speaks Irish - Not well","Number","71"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Fingal County Council","Speaks Irish daily within and daily outside the education system","Ability to speak Irish, not stated","Number","6"
"Irish speakers aged 3 years and over","2022","All ages","Both sexes","Fingal County Council","Speaks Irish daily within and weekly outside the education system","Speaks Irish - Total","Number","400"
